,job_title,job_link,company_name,salary,job_location,job_requirements,job_classifiation,short_description,salary_ind
950,Process Documentation Analyst,/job/55087772?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,CallCentre People,,Auckland,,Information & Communication Technology,We are on the hunt for an incredible Process Documentation Analyst - get in touch now if this sounds like you!,60000-80000
951,Finance Analyst,/job/55098828?type=standard#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Consult Recruitment Limited,,Auckland,,Accounting,Rare opportunity due to internal promotions. Suited to someone curious and eager to make a difference. Solid modelling and Power BI skills preferred.,60000-80000
952,Category Development Analyst,/job/54984110?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Watties,Annual Salary + Performance based bonus,Auckland,"['Hybrid Working- flexibility around when and where you work', 'Join a global FMCG company with iconic brands', 'Enjoy true Ownership and autonomy to deliver in your own style']",Information & Communication Technology,"The Category Development Analyst is a key interface between Marketing, Sales, Field Sales and our retail customers.",60000-80000
954,Specialist - Geographical Information System (GIS),/job/54958410?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Contact Energy,,Waikato,"['Newly created position - make your own mark!', 'Be the key contact for all things GIS', 'Opportunity to develop and grow your career']",Science & Technology,"Support our Generation & Development teams to use, maintain and develop our geographical information system to make effective, sustainable decisions.",60000-80000
956,Junior or Intermediate DBA,/job/55142765?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Presto Resourcing,"80,000 - 110,000",Auckland,"['MSSQL DBA Junior or Intermediate to join consulting company', 'Two years experience as a DBA would set you up', 'Excellent career opportunity']",Information & Communication Technology,Excellent opportunity for a Junior / Intermediate MSSQL Database Administrator to join Auckland or Wellington based Technology Consulting company,60000-80000
959,Risk Management Analyst,/job/55019120?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Phone Plus 2000 Ltd,,Auckland,"['Samsung Electronics', 'Fixed-Term 16 month contract', 'Analytics role']",Consulting & Strategy,"Work for the 5th largest brand in the world, Samsung Electronics, in a fixed term Risk Management and Analysis capacity right here in New Zealand.",60000-80000
960,Functional Business Analyst,/job/54898064?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Fletcher Building Limited,,Auckland,"['Join a leading team in Digital Services', 'Flexible working opportunities', 'Penrose location + onsite carpark']",Information & Communication Technology,Our team are someone who has a experience supporting applications and business processes in a similar-scale enterprise environment.,60000-80000
962,Operations Specialist,/job/54979271?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Sprout Group Ltd,,Auckland,"['Opportunity to develop your career in operations & analytics', 'Work in a fun and collaborative growing business with an exciting vision', 'Accelerate your career as they scale']",Information & Communication Technology,"Exciting opportunity to bring your experience in operations, and be an important piece of Ārepas scaling success!",60000-80000
963,Senior Advisor - Research and Evaluation,/job/54956265?type=standard#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Randstad Technologies,,Wellington,,Government & Defence,"Taking the lead to provide quantitative and qualitative analysis, delivering research and evaluations that builds an evidence base.",60000-80000
964,Senior Business Analyst,/job/54957044?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Serko Limited,,Auckland,"['Competitive salary + Kiwisaver + A generous incentive scheme', 'Permanent full-time opportunity', 'Promotional opportunities among an established & growing global organisation']",Information & Communication Technology,Serko is an award-winning business travel and expense software company that’s winning on a global scale.,60000-80000
965,Application Specialist,/job/55306789?type=standout#searchRequestToken=a5dedce0-625f-47cd-b516-495aa2f83988,Finite920,,Wellington,"['Highly flexible working options', 'DevOps journey focusing on automation. scripting, pipelines and monitoring', 'Half day per week to focus training/self development']",Information & Communication Technology,We're on the lookout for people with solid application skills for a new role with a government organisation that has a superb reputation.,60000-80000
972,On-farm Automation Analyst,/job/55091029?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Sagely,,Waikato,"['Grass Roots', 'Must have Dairy and/or Agriculture knowledge', 'Technology Provider']","Farming, Animals & Conservation","This is a great blend of role, combining technical service support and direct customer interaction.",60000-80000
973,Sales Operations Analyst,/job/55028901?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Willis Towers Watson,,Auckland,"['Leading global broking, advisory and solutions company', 'Competitive remuneration', 'Collaborative and supportive team environment']",Sales,Bring your strong project management skills to help increase revenue & improve the overall effectiveness of our sales and client management effor...,60000-80000
978,21/782 Senior Operational Policy Analyst,/job/55282050?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Department of Internal Affairs,,Wellington,,Government & Defence,•	Apply your analytical and innovative skills and ability to interpret legislation to a complex risk-based regulatory environment.,60000-80000
979,Senior Research Officers,/job/55278821?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,The University of Waikato,,Bay of Plenty,"['Do you have a Masters degree (or close to completion of?)', 'A deep understanding of The New Zealand Curriculum (NZC) is required', 'Historical understanding of schooling in New Zealand also required']",Government & Defence,In this role you will support university researchers associated with the research contract.,60000-80000
980,Business Resilience Systems Lead,/job/55077483?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Chorus,,Auckland,"['Auckland or Wellington based', 'Amazing WFH and flexi work options', ""Join the team empowering NZ's digital future""]",Information & Communication Technology,"The time has never been better to come  join us as a Systems Lead, a key role within the Chorus Business Resilience Team!",60000-80000
982,Senior Consultant - Innovation and Growth,/job/55317923?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,KPMG,,Auckland,"['Apply your experience working with R&D tax incentives', 'Hybrid Working - work from home and in the office to enhance work/life balance', 'Enjoy the corporate benefits and perks of being a part of the KPMG Whānau']",Consulting & Strategy,We support clients in navigating the complex field of government funding for their innovative and technologically demanding projects.,60000-80000
986,Senior Business Analyst,/job/54980401?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Enlighten Designs Ltd,,Waikato,"['Exciting projects with lots of variety', 'Innovative and growing company', 'Supportive team']",Information & Communication Technology,Due to exponential growth both within the NZ and US markets we are looking for a Business Analyst to join our talented team!,60000-80000
987,Lead Consultant (Information Management),/job/55317649?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Aurecon,,Canterbury,"['Join Aurecon and gain exposure to complex and technically challenging projects', 'We are a flexible organisation with the ability to WFH', 'Come for the people and projects, stay for the culture']",Engineering,"Join a tight knit, innovative team with an open communication forum. We are constantly trying to improve together! Come join us!",60000-80000
988,Supply Chain Analyst,/job/55305469?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Sealed Air Australia Pty Ltd,,Wellington,"['Competitive base salary', 'Personal Development Opportunities', 'Range of benefits and resources']","Manufacturing, Transport & Logistics","If you are looking for a new challenge in a company deemed as essential service, then we want to hear from you!",60000-80000
989,Application Scientist – Bioinformatics Software for Antibody Discovery,/job/55310683?type=standout#searchRequestToken=7d9840ef-dcff-4616-a12b-82426dce5867,Biomatters Limited,,Auckland,"['Join a team of passionate and friendly scientists and engineers', 'Great culture with flexible working arrangements in our central Auckland office', 'Support customers doing world-changing scientific research']",Science & Technology,Opportunity to apply your scientific knowledge and expertise to support software for antibody discovery to a growing global customer base.,60000-80000
990,Business Capability Advisor,/job/55222928?type=promoted#searchRequestToken=906740dc-d589-41e1-bd86-0f76555cdc6a,Development West Coast,,West Coast,"['Take on this stimulating new role and contribute to the region’s success', 'Use your commercial capability to drive business growth', 'Connecting businesses to the best support available']",Consulting & Strategy,Provide advice and support to businesses and industry to facilitate commercial success and promote positive regional and economic development.,60000-80000
992,Post doctoral Research Fellow Research Consultant North Shore,/job/55282649?type=standard#searchRequestToken=906740dc-d589-41e1-bd86-0f76555cdc6a,Market Economics,,Auckland,,Consulting & Strategy,Excellent opportunity to work with a great team of people and develop your career!,60000-80000
993,Consumer Strategist,/job/55219383?type=standard#searchRequestToken=906740dc-d589-41e1-bd86-0f76555cdc6a,One Picture,"$65,000 - $89,999",Auckland,,Marketing & Communications,Are you an experienced market research strategist looking for a new challenge?,60000-80000
995,Finance Business Analyst,/job/55174878?type=standout#searchRequestToken=906740dc-d589-41e1-bd86-0f76555cdc6a,Auckland Museum,,Auckland,"['Are you a Finance Business Analyst/Partner who is looking to take the next step', 'There are opportunities to develop your leadership and analytical skills']",Accounting,We are seeking an energetic Finance Business Analyst/Partner who is looking to take the next step in their career.,60000-80000
